papipe_peak,papipe_umis
chr2_196868719_r,4
chr2_196926872_r,1
chr2_196928657_r,4
chr2_196975409_r,1
chr2_196986671_r,161
chr2_196995391_r,10
chr2_196996936_r,4
chr2_196997467_r,81
chr2_197020000_r,171
chr2_197040976_r,34
chr2_197044887_r,9
chr2_197070245_r,70
chr2_197074936_r,13
chr2_197085128_r,13
chr2_197086497_r,17
chr2_197091789_r,19
chr2_197098037_r,56
chr2_197104789_r,3
chr2_197119582_r,52
chr2_197127676_r,101
chr2_197133971_r,201
chr2_197190874_r,4
chr2_197238281_r,1
chr2_197246376_r,191
chr2_197248410_r,2
chr2_197249514_r,146
chr2_197253166_r,39
chr2_197272709_r,32
chr2_197273089_r,215
chr2_197278320_r,185
chr2_197281446_r,18
chr2_197286831_r,769
chr2_197290433_r,265
chr2_197293061_r,12
chr2_197296632_r,243
chr2_197297699_r,20
chr2_197298588_r,16
chr2_197299160_r,365
chr2_197307201_r,63
chr2_197309404_r,35
chr2_197391980_r,3863
chr2_197395479_r,24
chr2_197396106_r,167
chr2_197396783_r,89
chr2_197400834_r,80
chr2_197401410_r,133
chr2_197408481_r,63
chr2_197408963_r,83
chr2_197411310_r,30
chr2_197414629_r,20
chr2_197415819_r,84
chr2_197418796_r,215
chr2_197419738_r,49
chr2_197422961_r,13
chr2_197423575_r,165
chr2_197426313_r,101
chr2_197427597_r,22
chr2_197429306_r,15
chr2_197448330_r,9
chr2_197454486_f,372
chr2_197456916_f,77
chr2_197462817_f,103
chr2_197464622_f,14
chr2_197468442_f,158
chr2_197471941_f,179
chr2_197473881_f,54
chr2_197475129_f,739
chr2_197484683_f,53
chr2_197485197_r,14
chr2_197486586_r,2055
chr2_197486939_r,407
chr2_197495504_r,593
chr2_197501767_f,1084
chr2_197503376_f,3848
chr2_197515464_r,46
chr2_197520893_f,354
chr2_197525709_f,261
chr2_197527168_f,90
chr2_197534158_f,36
chr2_197535222_f,282
chr2_197550913_f,493
chr2_197627372_r,4
chr2_197709163_f,7
chr2_197715271_f,3
chr2_197736595_f,2
chr2_197805797_f,317
chr2_197810405_f,21
chr2_197812858_f,40
chr2_197821346_f,7
chr2_197824713_f,453
chr2_197831337_f,433
chr2_197846095_f,116
chr2_197848587_f,114
chr2_197861932_f,79
chr2_197884882_f,294
chr2_197886411_f,685
chr2_197888089_f,523
chr2_197900431_f,173
chr2_197941310_r,2
chr2_197943196_f,256
chr2_197946387_f,114
chr2_197953267_f,4
chr2_197996602_f,115
chr2_198016924_f,5
chr2_198023909_f,19
chr2_198024762_f,329
chr2_198032151_f,38
chr2_198040869_f,9
chr2_198042504_f,30
chr2_198044639_f,49
chr2_198050284_f,35
chr2_198073717_f,7
chr2_198087888_f,5
chr2_198090471_f,56
chr2_198100333_f,33
chr2_198147164_f,38
chr2_19899978_r,6
chr2_19900938_r,52
chr2_19901336_f,6
chr2_19902119_f,7
chr2_199269503_r,81
chr2_199271484_r,30
chr2_19937225_r,3
chr2_199396153_r,2
chr2_199413597_r,104
chr2_199417397_r,15
chr2_19942565_r,51
chr2_199446191_r,6
chr2_19948913_f,2
chr2_199785266_r,28
chr2_199837771_r,3
chr2_199915447_f,4
chr2_199928267_f,336
chr2_199942878_r,118
chr2_199957057_r,42
chr2_199965663_f,230
chr2_199970729_f,10
chr2_199982108_f,14
chr2_20032389_r,5
chr2_20032652_r,2379
chr2_200369075_f,5
chr2_20040617_r,52
chr2_20043233_r,645
chr2_20043522_r,350
chr2_200478529_f,69
chr2_200488958_r,304
chr2_200495686_r,88
chr2_200497799_r,34
chr2_200543754_f,9
chr2_200736632_f,27
chr2_200746684_f,2
chr2_200812384_f,56
chr2_200813278_f,115
chr2_200813829_f,32
chr2_200816412_f,450
chr2_200818792_f,185
chr2_200820179_f,212
chr2_200820444_r,44
chr2_200820683_f,826
chr2_200823843_f,735
chr2_200824531_f,149
chr2_200826443_r,75
chr2_200827330_f,246
chr2_200829307_f,22
chr2_200853081_r,3976
chr2_200853679_f,127
chr2_200855070_r,43
chr2_200857616_r,550
chr2_200858278_r,436
chr2_200860700_r,157
chr2_200861357_r,226
chr2_200861879_r,1112
chr2_200862152_r,344
chr2_200863141_r,2995
chr2_200868962_r,38
chr2_200871004_r,293
chr2_200880410_r,41
chr2_200888054_f,442
chr2_200895979_r,59
chr2_200901112_r,15
chr2_200903930_f,181
chr2_200910172_r,99
chr2_200910480_r,115
chr2_200910878_r,44
chr2_200915033_r,178
chr2_200918507_r,239
chr2_200934524_r,83
chr2_200962680_r,121
chr2_200964257_f,434
chr2_200967595_r,33
chr2_200973725_r,185
chr2_200974136_f,23
chr2_200993054_r,16
chr2_201012639_r,13
chr2_201014372_r,59
chr2_201014670_r,131
chr2_201022969_r,33
chr2_201030611_r,162
chr2_201032323_r,66
chr2_201033088_r,122
chr2_201035534_r,175
chr2_201048481_r,286
chr2_201060695_r,28
chr2_201065289_r,67
chr2_201068672_r,17
chr2_201070771_r,376
chr2_201085750_f,2072
chr2_201114913_r,8
chr2_201117720_f,210
chr2_201119179_f,341
chr2_201124919_f,192
chr2_201125357_f,126
chr2_201129753_f,18
chr2_201131817_f,77
chr2_201133928_f,1065
chr2_201136597_f,101
chr2_201139876_f,481
chr2_201140918_f,345
chr2_201141596_f,520
chr2_201142289_f,139
chr2_201143948_f,263
chr2_201150333_f,302
chr2_201155022_f,53
chr2_201156569_f,16
chr2_201167206_f,327
chr2_201170422_f,48
chr2_201171736_f,902
chr2_201172683_f,281
chr2_201195913_f,33
chr2_201221665_f,13
chr2_201240956_f,225
chr2_201261391_f,1111
chr2_201262517_f,51
chr2_201267703_f,14
chr2_201269357_f,16
chr2_201270085_f,42
chr2_201277480_f,805
chr2_201278180_f,159
chr2_201280254_f,452
chr2_201287438_f,149
chr2_201287709_f,705
chr2_201353611_r,4
chr2_201379458_r,87
chr2_201440262_r,34
chr2_201477958_f,8
chr2_201480846_f,259
chr2_201700555_r,46
chr2_202206182_r,347
chr2_202214763_r,13
chr2_202219966_r,166
chr2_202224479_r,83
chr2_202234888_r,418
chr2_202236206_r,98
chr2_202237313_r,31
chr2_202263827_r,4
chr2_202266517_f,340
chr2_202266772_f,395
chr2_202270226_f,81
chr2_202270605_f,364
chr2_202275154_f,124
chr2_202275461_f,41
chr2_202281952_f,67
chr2_202282397_f,95
chr2_202286181_f,657
chr2_202288732_f,466
chr2_202289194_f,651
chr2_202291806_f,220
chr2_202292614_f,186
chr2_202293268_f,699
chr2_202295307_f,39
chr2_202298981_r,245
chr2_202299442_f,53
chr2_202300315_f,1350
chr2_202300803_f,23
chr2_202303666_f,2634
chr2_202365341_f,2
chr2_202375599_r,399
chr2_202383984_f,175
chr2_202388396_f,345
chr2_202393649_f,44
chr2_202395067_f,9
chr2_202399126_f,117
chr2_202405687_f,113
chr2_202417630_f,15
chr2_20241892_r,14
chr2_202420567_r,25
chr2_202424070_f,324
chr2_202425806_f,182
chr2_202426568_f,333
chr2_202427358_f,488
chr2_202435481_f,15
chr2_202458283_f,113
chr2_20246381_r,21
chr2_202473056_f,246
chr2_20247791_r,51
chr2_202478407_f,37
chr2_20248737_r,469
chr2_202492700_f,182
chr2_20249864_r,400
chr2_20251274_r,232
chr2_202519086_f,42
chr2_202522158_f,319
chr2_202526237_f,5
chr2_202538793_f,193
chr2_202553659_f,25
chr2_202560329_f,44
chr2_202567749_f,142
chr2_20259950_r,46
chr2_202635384_f,1
chr2_202636627_f,68
chr2_20263901_r,26
chr2_202642462_f,43
chr2_202655725_f,31
chr2_202656863_f,2
chr2_202675067_f,107
chr2_202675984_f,80
chr2_20268788_r,516
chr2_20270077_r,138
chr2_202726605_f,44
chr2_202736146_f,12
chr2_202740173_f,138
chr2_20274099_r,83
chr2_202741416_f,57
chr2_202744976_f,102
chr2_202747708_f,46
chr2_20275138_r,21
chr2_20275390_r,40
chr2_202761305_f,25
chr2_202762559_f,47
chr2_202765996_f,17
chr2_20276619_r,1198
chr2_202766435_f,87
chr2_202769756_f,102
chr2_20277604_r,1114
chr2_202777073_r,88
chr2_202784036_f,10
chr2_202794966_f,92
chr2_202809650_f,139
chr2_202819605_r,22
chr2_202835239_r,28
chr2_202837306_r,37
chr2_20285143_r,83
chr2_202859155_r,1
chr2_20286388_r,21
chr2_20287643_r,12
chr2_202880607_r,616
chr2_202882354_r,102
chr2_202892642_r,90
chr2_202899061_r,139
chr2_202905494_r,40
chr2_202906787_r,107
chr2_20290908_r,144
chr2_202911103_r,525
chr2_20292322_r,532
chr2_20304215_r,96
chr2_20306628_r,374
chr2_20308165_r,65
chr2_20311664_r,33
chr2_203145797_f,87
chr2_203154086_f,22
chr2_20315488_r,51
chr2_20317639_r,36
chr2_203197453_f,9
chr2_20320518_r,75
chr2_20321441_r,42
chr2_20322921_r,81
chr2_203251217_f,16
chr2_203269468_f,6
chr2_20327692_r,327
chr2_20329224_r,160
chr2_203297031_f,151
chr2_203299549_f,145
chr2_203305788_f,88
chr2_20333913_r,101
chr2_203341708_f,6
chr2_20335091_r,210
chr2_203387005_f,3
chr2_20339638_r,75
chr2_20342508_r,53
chr2_203430404_f,20
chr2_20343140_r,27
chr2_203432169_f,72
chr2_203434343_r,1
chr2_20343502_r,27
chr2_20346720_r,276
chr2_20346995_r,467
chr2_20349657_r,4263
chr2_20350043_r,362
chr2_203665360_r,3
chr2_203779222_f,4
chr2_203937768_f,159
chr2_20446425_r,55
chr2_20447789_f,107
chr2_20448645_f,312
chr2_20448908_f,503
chr2_20449445_f,3362
chr2_205764141_r,2
chr2_205993721_r,487
chr2_205997355_r,183
chr2_206010282_r,244
chr2_206014268_r,13
chr2_206014635_r,44
chr2_206025083_r,15
chr2_206065789_r,34
chr2_206068740_f,29
chr2_206071320_r,784
chr2_206071768_r,435
chr2_206072861_r,519
chr2_206073533_r,329
chr2_206075039_f,79
chr2_206080103_r,111
chr2_206082047_r,46
chr2_206084214_r,963
chr2_206085816_r,246
chr2_206086985_f,345
chr2_206087504_f,254
chr2_206087767_r,53
chr2_206088332_f,97
chr2_206089209_f,11
chr2_206114809_r,80
chr2_206120769_r,3
chr2_206121435_r,77
chr2_206123909_r,482
chr2_206145301_r,31
chr2_206147591_r,17
chr2_206150920_r,212
chr2_206158620_r,163
chr2_206162084_f,5870
chr2_206162915_f,25101
chr2_20617818_r,334
chr2_20622183_r,165
chr2_20650855_r,9
chr2_206766259_f,214
chr2_206767873_f,162
chr2_206771653_f,77
chr2_206791946_f,169
chr2_20685058_r,51
chr2_207075101_r,398
chr2_207078457_r,153
chr2_207080356_r,47
chr2_207083341_r,22
chr2_207088537_r,15
chr2_207098804_r,356
chr2_207118440_r,22
chr2_207119460_r,221
chr2_207120890_r,265
chr2_207134188_r,750
chr2_207136060_r,69
chr2_207138893_r,42
chr2_207139883_r,360
chr2_207144158_f,62
chr2_207145328_r,132
chr2_207147519_r,365
chr2_207150874_r,61
chr2_207163837_r,89
chr2_207164573_r,76
chr2_207166626_r,88
chr2_207167573_f,98
chr2_207236334_f,27
chr2_207237045_f,5
chr2_207240365_f,19
chr2_207256419_f,4
chr2_207443769_r,3
chr2_207530822_f,4103
chr2_207531356_f,190
chr2_207531977_f,310
chr2_207552042_f,108
chr2_207552741_f,24
chr2_207572813_f,37
chr2_207581427_r,78
chr2_207582890_f,109
chr2_207597147_f,99
chr2_207598406_f,125
chr2_207603320_f,120
chr2_207603874_f,2
chr2_207604577_r,4
chr2_207609112_r,83
chr2_207613059_r,89
chr2_207624588_r,47
chr2_207624897_f,37
chr2_207682247_f,64
chr2_207714060_f,18
chr2_207715694_r,21
chr2_207717553_f,16
chr2_207726851_f,12
chr2_207740827_f,6
chr2_207747388_f,74
chr2_207754466_f,36
chr2_207820915_r,41
chr2_207821902_r,30
chr2_207837789_r,42
chr2_207851387_r,53
chr2_207867650_r,32
chr2_207879892_r,11
chr2_207880762_f,30
chr2_207888401_r,54
chr2_207904182_r,17
chr2_207908117_r,16
chr2_207922810_f,4
chr2_207956747_r,49
chr2_207966571_r,43
chr2_207998117_r,2
chr2_208012645_f,7
chr2_208057191_r,10
chr2_208236229_r,610
chr2_208245566_r,302
chr2_208248305_r,53
chr2_208272840_f,120
chr2_208282674_f,99
chr2_208285017_f,177
chr2_208296641_f,251
chr2_208298246_f,88
chr2_208305783_f,212
chr2_208306152_f,257
chr2_208309529_f,97
chr2_208311360_f,21
chr2_208321972_f,70
chr2_208328448_f,400
chr2_208331047_f,137
chr2_208332800_f,79
chr2_208333084_f,794
chr2_208335863_f,168
chr2_208337721_f,25
chr2_208342764_f,62
chr2_208348833_f,49
chr2_208355703_f,11
chr2_208357209_f,59
chr2_208358731_f,442
chr2_209193629_r,1
chr2_209629457_f,1
chr2_210015502_f,142
chr2_210019946_f,184
chr2_210021579_f,318
chr2_210024781_f,28
chr2_210025554_f,77
chr2_210026389_f,88
chr2_210028243_f,13
chr2_210029150_f,246
chr2_210034622_f,23
chr2_210042661_f,17
chr2_210054726_f,140
chr2_210067716_f,53
chr2_210079794_r,118
chr2_210092351_r,13
chr2_210127119_r,1
chr2_210156251_r,44
chr2_210161007_r,61
chr2_210169935_r,149
chr2_210431251_r,260
chr2_210432336_r,8
chr2_210441924_r,107
chr2_210459903_r,139
chr2_210461135_r,24
chr2_210461749_r,124
chr2_210471372_r,226
chr2_211329287_f,1
chr2_21269159_f,2
chr2_21286995_f,14
chr2_212897621_r,1
chr2_213777581_r,2
chr2_214571750_r,3
chr2_214657649_r,4
chr2_214726482_r,43
chr2_214728557_r,300
chr2_214760942_r,36
chr2_214780600_r,14
chr2_214792878_r,13
chr2_214800222_r,65
chr2_214800566_r,15
chr2_214803779_r,164
chr2_214804844_r,29
chr2_214806067_r,59
chr2_214807472_r,70
chr2_214847509_f,324
chr2_215012499_f,2
chr2_215313495_f,50
chr2_215338932_f,30
chr2_215349756_f,1686
chr2_215368479_f,32
chr2_215401138_r,1
chr2_215417412_r,3
chr2_215422232_r,4
chr2_215613147_f,1
chr2_216038629_r,126
chr2_216055436_f,80
chr2_216115349_f,52
chr2_216117793_f,192
chr2_216118817_f,18
chr2_216122179_f,617
chr2_216127239_f,122
chr2_216132531_f,31
chr2_216135597_f,93
chr2_216141538_f,186
chr2_216144072_f,184
chr2_216145347_f,46
chr2_216148929_f,111
chr2_216152833_f,1
chr2_216155430_f,92
chr2_216157202_f,18
chr2_216158965_f,22
chr2_216166626_f,103
chr2_216168403_f,98
chr2_216170037_f,300
chr2_216172313_f,73
chr2_216178994_f,13
chr2_216191050_f,56
chr2_216196156_f,194
chr2_216200838_f,5
chr2_216205424_f,1933
chr2_216206283_f,1154
chr2_216347726_f,3
chr2_216411392_f,5
chr2_216483048_f,379
chr2_216499339_f,104900
chr2_216501467_f,51352
chr2_216502781_f,26
chr2_216544877_f,1
chr2_217223440_r,5
chr2_217694254_r,2
chr2_217799794_r,263
chr2_217802145_r,4
chr2_218045754_r,4
chr2_218137251_f,59
chr2_218149_r,281
chr2_218216114_r,90
chr2_218219835_f,603
chr2_218220375_f,93
chr2_218221078_f,204
chr2_218222347_f,290
chr2_218224661_f,17
chr2_218225932_f,161
chr2_218226185_f,579
chr2_218226664_f,761
chr2_218229127_f,112
chr2_218229459_f,435
chr2_218229846_f,768
chr2_218230312_r,419
chr2_218230851_f,518
chr2_218232218_r,4
chr2_218234019_f,1156
chr2_218235264_f,265
chr2_218236106_f,1493
chr2_218236792_f,1180
chr2_218237523_f,159
chr2_218238751_f,72
chr2_218239197_f,234
chr2_218245795_f,1160
chr2_218246218_f,646
chr2_218254347_f,4117
chr2_218254904_f,27
chr2_218263859_f,1583
chr2_218264129_r,1166
chr2_218264168_f,69
chr2_218268716_r,274
chr2_218272943_f,1100
chr2_218274197_r,392
chr2_218276036_r,8
chr2_218288685_f,5
chr2_218291749_r,11
chr2_218346791_f,761
chr2_218349347_r,7
chr2_218362395_r,1
chr2_218388150_f,137
chr2_218388801_f,196
chr2_218395313_f,189
chr2_218397385_r,7
chr2_218405941_f,739
chr2_218450251_r,78
chr2_218510598_r,2
chr2_218540047_r,48
chr2_218569012_f,37
chr2_218570461_r,5
chr2_218573317_f,525
chr2_218575073_f,26
chr2_218586993_f,116
chr2_218588615_r,85
chr2_218593852_f,79
chr2_218596439_f,686
chr2_218601056_f,18
chr2_218624219_r,2
chr2_218663443_f,443
chr2_218670695_f,42
chr2_218754686_f,109
chr2_21903284_f,1
chr2_219171897_r,1286
chr2_219175494_f,13
chr2_219183726_f,435
chr2_219185468_f,238
chr2_219209651_f,812
chr2_219219380_r,271
chr2_219236651_f,346
chr2_219236783_r,42
chr2_219248904_f,104
chr2_219250284_r,3203
chr2_219250337_f,62
chr2_219282296_f,12
chr2_219286895_f,369
chr2_219373089_r,122
chr2_219374197_r,595
chr2_219506987_f,363
chr2_219616451_f,476
chr2_221246945_f,1
chr2_222558073_r,102
chr2_222571745_r,841
chr2_222594691_r,17
chr2_222597788_r,13
chr2_222604243_r,2
chr2_222685824_r,45
chr2_222700558_r,3
chr2_222725286_r,137
chr2_222727025_r,4
chr2_222740940_f,2
chr2_222862714_f,139
chr2_222872060_f,46
chr2_222876747_f,104
chr2_222879368_f,233
chr2_222887037_f,3
chr2_222901943_f,157
chr2_222909066_f,114
chr2_222926640_f,13
chr2_222931427_f,187
chr2_222934637_f,22
chr2_222941420_f,11
chr2_222942236_f,264
chr2_222944624_f,24
chr2_22321365_f,5
chr2_22324884_r,147
chr2_223329791_r,3
chr2_22343681_f,67
chr2_22346695_f,4
chr2_22359896_f,554
chr2_22361652_f,376
chr2_22369548_f,51
chr2_22374067_f,21
chr2_223752068_r,8
chr2_223755335_r,18
chr2_223758297_r,5
chr2_223764683_r,2
chr2_223766212_r,34
chr2_223769764_r,21
chr2_22377602_f,5
chr2_223801121_r,1
chr2_22383280_f,265
chr2_223836821_r,14
chr2_223875349_r,941
chr2_223876388_r,53
chr2_223877306_r,713
chr2_223878350_r,119
chr2_223880766_r,245
chr2_223888605_r,146
chr2_223888922_r,371
chr2_223891193_r,2
chr2_223891450_r,20
chr2_223895384_r,78
chr2_223897391_r,417
chr2_223911843_r,239
chr2_223914868_r,101
chr2_223919532_r,27
chr2_223921613_r,498
chr2_223929205_r,406
chr2_223932141_r,467
chr2_223933961_f,100
chr2_223941266_r,420
chr2_223942224_r,127
chr2_223958014_f,224
chr2_223958474_f,86
chr2_223967706_f,1005
chr2_224001978_r,5
chr2_224019770_r,4
chr2_224038256_r,1
chr2_22434665_f,158
chr2_224391968_r,3
chr2_224473905_r,1290
chr2_224475037_r,273
chr2_224476763_r,147
chr2_224487596_r,5
chr2_224494638_r,34
chr2_224500645_r,1023
chr2_224501397_r,79
chr2_224503762_r,128
chr2_224504331_r,1660
chr2_224504894_r,108
chr2_224505155_r,874
chr2_224505620_r,1730
chr2_224507424_r,25
chr2_224510560_r,1099
chr2_224512114_r,1537
chr2_224513097_r,145
chr2_22451470_f,33
chr2_224514960_r,51
chr2_224515710_r,1945
chr2_224516072_r,929
chr2_224516666_r,846
chr2_224517934_r,326
chr2_224521624_r,722
chr2_224527824_r,186
chr2_224528366_r,841
chr2_224528674_r,97
chr2_224530507_r,128
chr2_224535205_r,79
chr2_224536908_r,49
chr2_224542344_r,125
chr2_224543570_r,171
chr2_224544693_r,149
chr2_224546931_r,200
chr2_224548773_r,112
chr2_224549451_r,201
chr2_224550697_r,93
chr2_224551224_r,1803
chr2_224551246_f,31
chr2_224551507_r,1957
chr2_224554729_r,305
chr2_224556705_r,69
chr2_224557127_r,532
chr2_224560483_r,1478
chr2_224561103_r,1099
chr2_224562262_r,1586
chr2_224563500_r,97
chr2_224564959_r,498
chr2_224565484_r,241
chr2_224567078_r,125
chr2_224572237_r,44
chr2_224578509_r,182
chr2_224579966_r,39
chr2_224581982_r,756
chr2_224584037_r,121
chr2_224765090_r,497
chr2_224768218_r,428
chr2_224778286_r,21
chr2_224779383_r,177
chr2_224787278_r,15
chr2_224790527_r,56
chr2_224792452_r,464
chr2_224809989_f,40
chr2_224810444_r,3
chr2_224844125_r,166
chr2_224847246_r,5
chr2_224860291_r,12
chr2_224862999_r,128
chr2_224870845_r,250
chr2_224883627_r,4
chr2_224893342_r,162
chr2_224899056_r,34
chr2_224908258_r,27
chr2_224913310_r,15
chr2_224934666_r,1
chr2_224953165_r,57
chr2_224957061_r,7
chr2_224972494_r,3
chr2_224975063_r,124
chr2_224977261_r,28
chr2_224982692_r,89
chr2_224990637_r,18
chr2_224994796_r,10
chr2_225014707_r,264
chr2_225019446_r,346
chr2_225025047_r,14
chr2_225029190_r,85
chr2_225033025_r,47
chr2_225034361_r,5
chr2_225038986_r,32
chr2_22548801_f,14
chr2_226917190_f,72
chr2_226917671_f,91
chr2_226956970_f,15
chr2_226990946_f,2
chr2_227002722_f,5
chr2_227020310_f,1
chr2_227132772_f,2
chr2_227330908_f,31
chr2_227334005_f,6
chr2_227343006_f,230
chr2_227344737_f,221
chr2_227357180_f,871
chr2_227473187_f,28
chr2_227474158_f,27
chr2_227478236_f,284
chr2_227495544_f,650
chr2_227495954_f,541
chr2_227496441_f,591
chr2_227499088_f,25
chr2_227506556_f,858
chr2_227510568_f,15
chr2_227514493_f,17
chr2_227514752_f,10
chr2_227524880_f,57
chr2_227532542_f,22
chr2_227539442_f,828
chr2_227542106_f,11
chr2_227547630_f,64
chr2_227548135_f,117
chr2_227553495_f,302
chr2_227555110_f,561
chr2_227556669_f,438
chr2_227561214_f,460
chr2_227569221_f,7
chr2_227817566_f,31
chr2_228135273_f,2
chr2_229237255_r,1
chr2_229251113_r,6
chr2_229258602_r,2
chr2_229261916_r,13
chr2_229265160_r,14
chr2_229609222_f,2
chr2_229763837_r,189
chr2_229767212_r,977
chr2_229790096_r,4
chr2_229790920_r,39
chr2_229793566_r,39
chr2_229806054_r,22
chr2_229807790_r,34
chr2_229813139_r,97
chr2_229827446_r,709
chr2_229827827_r,201
chr2_229828362_r,903
chr2_229831888_r,1070
chr2_229835436_r,18
chr2_229845018_r,27
chr2_229852931_r,11
chr2_229859222_r,171
chr2_229859641_r,7
chr2_229864567_r,344
chr2_229866439_r,93
chr2_229867184_r,534
chr2_229884255_r,207
chr2_229901646_r,71
chr2_229902446_r,74
chr2_229903039_r,1445
chr2_229904416_f,123
chr2_229904473_r,54
chr2_229910580_r,43
chr2_229912356_r,158
chr2_229915504_r,29
chr2_229920053_r,130
chr2_230184508_r,1
chr2_230221297_f,31
chr2_230356346_f,4
chr2_230403730_f,214
chr2_230417799_f,56
chr2_230419573_f,272
chr2_230424504_f,716
chr2_230440402_f,60
chr2_230441186_f,110
chr2_230449631_f,207
chr2_230461053_f,85
chr2_230461324_f,79
chr2_230470359_f,1085
chr2_230503078_f,17
chr2_230508030_f,90
chr2_230527745_f,28
chr2_230528198_f,12
chr2_230545688_f,109
chr2_230561846_f,1
chr2_230715389_f,56
chr2_230717004_f,581
chr2_230722021_f,96
chr2_230722873_f,239
chr2_230724752_r,74
chr2_230727000_f,420
chr2_230729735_f,528
chr2_230730830_f,395
chr2_230732655_f,46
chr2_230732972_f,98
chr2_230733379_f,12
chr2_230735824_f,495
chr2_230739000_f,141
chr2_230739489_f,30
chr2_230742558_f,1323
chr2_230744654_f,38
chr2_230746875_f,35
chr2_230747130_f,808
chr2_230749490_f,19
chr2_230752795_f,334
chr2_230758148_f,1008
chr2_230764119_f,224
chr2_230765893_f,206
chr2_230771313_f,707
chr2_230772390_f,21
chr2_230781080_f,271
chr2_230785094_f,74
chr2_230787138_f,44
chr2_230795276_f,449
chr2_230797205_f,159
chr2_230799704_f,332
chr2_230813700_f,5
chr2_230816269_f,156
chr2_230818734_f,41
chr2_230819657_f,205
chr2_230821075_f,640
chr2_230879248_f,1837
chr2_231058518_f,10
chr2_231066973_f,45
chr2_231081144_f,309
chr2_231101900_f,16
chr2_231106617_f,178
chr2_231127096_f,142
chr2_231139343_r,15
chr2_231150056_f,105
chr2_231152286_f,13
chr2_231165234_f,84
chr2_231172760_f,760
chr2_231177468_r,1
chr2_231256446_f,316
chr2_231283589_f,2
chr2_231343347_f,1
chr2_231391286_r,87
chr2_231451040_r,273
chr2_231453633_r,27
chr2_231454750_r,4772
chr2_231457744_r,138
chr2_231459035_r,884
chr2_231460820_r,2496
chr2_231461847_r,1669
chr2_231463311_r,417
chr2_231483987_f,2
chr2_231606633_f,353
chr2_231607360_f,4
chr2_231706295_r,15
chr2_231707623_r,4
chr2_231708750_f,32466
chr2_231709109_f,215
chr2_231710617_f,104
chr2_231711346_f,682
chr2_231711976_f,39642
chr2_231712461_f,1990
chr2_231712868_f,7753
chr2_231713549_f,31362
chr2_231732437_r,236
chr2_231798609_f,1
chr2_231808723_f,510
chr2_231975356_f,45
chr2_232091999_f,1
chr2_232094568_f,107
chr2_232114290_f,75
chr2_232136242_f,42
chr2_232188608_f,31
chr2_232213627_f,7
chr2_232245555_f,4
chr2_232336977_f,162
chr2_232343600_f,18
chr2_232550110_r,140
chr2_232563798_f,4
chr2_232565633_f,167
chr2_232569208_f,1669
chr2_232585963_f,16
chr2_232698129_f,129
chr2_232698481_f,454
chr2_232699965_f,87
chr2_232700497_r,1
chr2_232703772_f,7
chr2_232708671_f,507
chr2_232710825_f,3
chr2_232716397_r,103
chr2_232719645_f,458
chr2_232728167_f,52
chr2_232730603_f,244
